scully_lines,season,episode
"SCULLY: There were men... um, a man took me and, uh... there was a light and... loud sounds, my, um... my ears were pounding.  ",3,1
"SCULLY: I'm trying. The, the sound is all screwed up. There was an alarm. Th, I remember, um... they wanted to know if I was all right.  ",3,1
SCULLY: I don't know.  ,3,1
SCULLY: I had to trust someone... I was powerless. I couldn't... I could not resist them.  ,3,1
SCULLY: No!  ,3,1
SCULLY: You came to see me today.  ,3,1
"SCULLY: You came to my apartment, I assumed you wanted to see me about something.  ",3,1
SCULLY: I saw you come out of my building.  ,3,1
SCULLY: Mrs. Mulder?  ,3,1
"SCULLY: I'm Dana Scully, I work with your son.  ",3,1
SCULLY: I think he's still alive.  ,3,1
SCULLY: I just have a very strong feeling.  ,3,1
SCULLY: About?  ,3,1
SCULLY: Who are you?  ,3,1
SCULLY: What kind of interests?  ,3,1
SCULLY: Threatened enough to murder?  ,3,1
SCULLY: What do you know about Mulder?  ,3,1
SCULLY: You're lying.  ,3,1
SCULLY: What are you here for?  ,3,1
SCULLY: Leave me alone.  ,3,1
SCULLY: You said there were two ways.  ,3,1
"SCULLY: Why, why kill me?  ",3,1
SCULLY: Why are you protecting me?  ,3,1
"SCULLY: You're not protecting me, you're protecting yourself.  ",3,1
SCULLY: What kind of business are you in?  ,3,1
SCULLY: Hello?  ,3,1
SCULLY: Hi.  ,3,1
"SCULLY: I, uh, I had to go to Boston... for a funeral.  ",3,1
SCULLY: Why?  ,3,1
"SCULLY: Missy, something strange happened to me today. I'm... I'm a bit freaked out by it.  ",3,1
"SCULLY: Yeah, yeah, I will.  ",3,1
SCULLY: Bye.  ,3,1
SCULLY: Hi.  ,3,1
"SCULLY: Missy, it's me. Please pick up.  ",3,1
SCULLY: I was just going over to my sister's.  ,3,1
SCULLY: Where are we going?  ,3,1
SCULLY: After you.  ,3,1
SCULLY: Take two steps forward.  ,3,1
SCULLY: I know why you're here. I want to know who sent you. Whose errand boy you are.  ,3,1
SCULLY: You got the rest of your life to give me answers.  ,3,1
"SCULLY: How high does it go, Skinner? Who's pulling the strings?  ",3,1
SCULLY: What's the alternative? Let you kill me now?  ,3,1
SCULLY: You're lying.  ,3,1
SCULLY: You're lying.  ,3,2
SCULLY: No way.  ,3,2
SCULLY: I said no! You're setting me up!  ,3,2
SCULLY: Then put your weapon down and sit down.  ,3,2
"SCULLY: You said you weren't here to kill me, Skinner, now prove it.  ",3,2
"SCULLY: Damn it, Skinner!  ",3,2
SCULLY: Yeah.  ,3,2
SCULLY: I was warned that somebody would kill me... someone I trusted.  ,3,2
SCULLY: Give me the tape.  ,3,2
SCULLY: Where?  ,3,2
"SCULLY: Mulder, I am...  ",3,2
SCULLY: I went to your father's funeral. I told your mother that you were going to be okay.  ,3,2
SCULLY: I just knew.  ,3,2
SCULLY: Do you recognize any of these men?  ,3,2
SCULLY: What did he do?  ,3,2
SCULLY: What would he be doing in a photo with your father?  ,3,2
SCULLY: Whatever happened to Klemper?  ,3,2
"SCULLY: What, what is it?  ",3,2
"SCULLY: I have to go there, Mulder.  ",3,2
SCULLY: That bullet was meant for me.  ,3,2
SCULLY: Those bastards...  ,3,2
SCULLY: Because it escaped you or because you escaped it?  ,3,2
SCULLY: History may be the only justice you'll ever know.  ,3,2
SCULLY: As a Nazi or for the blood money we paid you?  ,3,2
SCULLY: For a lot of innocent Jews.  ,3,2
"SCULLY: Yes, why?  ",3,2
SCULLY: What do you think your father would have been doing here?  ,3,2
"SCULLY: Mulder, take a look at this.  ",3,2
SCULLY: It's not working here either.  ,3,2
SCULLY: Positive. Napier's constant is the basis of all natural logarithms.  ,3,2
SCULLY: Mulder...  ,3,2
"SCULLY: You weren't even able to go to your father's funeral and if something in here were to cast doubt on the kind of man he was... I, I just know how it would affect me.  ",3,2
"SCULLY: Mulder, look at this.  ",3,2
"SCULLY: Of medical files, by the look of it. Got names... alphabetized.  ",3,2
SCULLY: Lots and lots of files.  ,3,2
"SCULLY: Standard medical forms. These are birth certificates, small pox vaccination certificate and then there's this.  ",3,2
"SCULLY: It's an old tissue collection cassette, the new ones are plastic.  ",3,2
"SCULLY: Yes, exactly.  ",3,2
SCULLY: 1955. All of these files are 1955.  ,3,2
"SCULLY: 1964, why?  ",3,2
SCULLY: You're looking for a file on me?  ,3,2
SCULLY: What?  ,3,2
SCULLY: That's your sister's file.  ,3,2
SCULLY: What are you looking for?  ,3,2
SCULLY: I don't understand.  ,3,2
"SCULLY: Mulder, where are you going?  ",3,2
SCULLY: Mulder!  ,3,2
"SCULLY: Mulder, I'm down here!  ",3,2
SCULLY: I heard gunshots.  ,3,2
SCULLY: What happened to you?  ,3,2
"SCULLY: I think there's a way out, down here.  ",3,2
SCULLY: What kind of deal?  ,3,2
SCULLY: An extremely elaborate filing system of medical records.  ,3,2
"SCULLY: I think we should let him make the deal, Mulder.  ",3,2
"SCULLY: Then what good are those answers to anybody but you, Mulder?  ",3,2
"SCULLY: Look, I want exactly what you want. But I need to see my sister.  ",3,2
SCULLY: I told Skinner to make the deal. But not to hand over the tape until you agree to it.  ,3,2
SCULLY: I just need to know if she's going to be okay.  ,3,2
SCULLY: Where's Victor Klemper?  ,3,2
SCULLY: Operation Paper Clip.  ,3,2
SCULLY: Mengele thought that he could produce a super-race through genetic engineering.  ,3,2
SCULLY: Like Victor Klemper?  ,3,2
"SCULLY: Mulder, wait.  ",3,2
"SCULLY: The technology wasn't there, Mulder. DNA wasn't even identified until 1944. This is all a lie.  ",3,2
"SCULLY: Mulder, this man is telling you everything that you want to hear but it's a fabrication, it is pure science fiction. There were no experiments with aliens.  ",3,2
"SCULLY: Like you said before, to protect yourself and the continuation of the Nazi agenda... human tests.  ",3,2
SCULLY: I don't know.  ,3,2
"SCULLY: Yes, but records of what, Mulder?  ",3,2
"SCULLY: It happened three hours ago. She went into surgery and, uh... the damage to her brain was worse than they had hoped.  ",3,2
SCULLY: You were right. There is no justice.  ,3,2
SCULLY: Then what is it about?  ,3,2
SCULLY: I need something to put my back up against.  ,3,2
"SCULLY: I've heard the truth, Mulder. Now what I want are the answers.  ",3,2
SCULLY: Both eardrums are ruptured. Cataracts over both eyes. Probably heat-induced.  ,3,3
"SCULLY: Well, there is extensive charring along the sternum with concomitant rib fractures consistent with electrocution or exposure to high voltage direct current. But I see no point of contact.  ",3,3
SCULLY: Did you find contact wounds on any of the other five victims?  ,3,3
SCULLY: Are you aware that something like 60 people die from lightning strikes across the country each year and five of those happened right here in Connerville?  ,3,3
"SCULLY: Yes, Im Agent Scully.  ",3,3
SCULLY: (not thrilled to be talking to this hostile Sheriff) These deaths match other cases of multiple fatalities attributed to lightning with the same inconclusive forensic evidence.  ,3,3
"SCULLY: Yes, I know a little.  ",3,3
"SCULLY: No, I didnt know that.  ",3,3
SCULLY: I dont understand.  ,3,3
SCULLY: I didnt know that either.  ,3,3
"SCULLY: With all due respect, sir, these autopsies dont quite add up.  ",3,3
SCULLY: Based on my opinion as a medical doctor.  ,3,3
"SCULLY: Well, since there is no other explanation right now, Id have to concur with the coroner that lightning is the most probable cause of death.  ",3,3
"SCULLY: (to MULDER, accusingly) Feel free to jump in anytime.  ",3,3
SCULLY: (sighs) Do you have a theory on whats going on here?  ,3,3
"SCULLY: Mulder, wait. What are you expecting to find here?  ",3,3
"SCULLY: (trying to keep up) Could you stop for a second, please? (MULDER stops and faces her) Look, after everything that weve just been through, after all that weve just seen, I hope youre not thinking this has anything to do with government conspiracies or UFOs.  ",3,3
"SCULLY: Well, what are you looking for? I mean, just because a forensic profile isnt cut and dried doesnt mean its not true.  ",3,3
SCULLY: The only possible scientific conclusion is that Jack Hammond was killed by lightning.  ,3,3
SCULLY: What are you talking about?  ,3,3
SCULLY: Police found Hammond in his car at 17 minutes past midnight. The entire electrical system was shorted out. All the circuitry and wiring had melted.  ,3,3
SCULLY: Get away from what?  ,3,3
SCULLY: (Checks notes) Sometime between 11:00 and 11:30. Why?  ,3,3
SCULLY: Excuse me.  ,3,3
SCULLY: Whats your name?  ,3,3
"SCULLY: Zero, do you mind if we talk for a minute?  ",3,3
SCULLY: Im with the FBI.  ,3,3
SCULLY: Were you working here last night?  ,3,3
SCULLY: Do you recognize this person? (holds up picture of JACK HAMMOND)  ,3,3
"SCULLY: Why dont you take a closer look. He was here between 11:00 and 11:30. He was killed in the parking lot. That was his car. So, if you were standing here at this counter you must have seen it happen.  ",3,3
SCULLY: Before the ambulance showed up did you notice anything unusual outside?  ,3,3
SCULLY: Did you notice anyone else around who might have seen something?  ,3,3
SCULLY: What?  ,3,3
"SCULLY: (looking at her notes) Uh Corey Huffard, Darren Oswald, Burke Roberts and Billy ---  ",3,3
SCULLY: Darren Peter. Why?  ,3,3
SCULLY: Yes.  ,3,3
SCULLY: Mulder.  ,3,3
SCULLY: Whats in your pocket?  ,3,3
SCULLY: What happened?  ,3,3
"SCULLY: What happened here, Sheriff?  ",3,3
SCULLY: Did they report lightning last night?  ,3,3
"SCULLY: Mulder, Id have to say I think hes right.  ",3,3
"SCULLY: Well, look at the evidence. What else could it be?  ",3,3
"SCULLY: Here we go. Well, considering its a partial imprint theres a lot of information here.  ",3,3
"SCULLY: (ignoring his joke, but with a smile) The tread looks like a standard military boot  mens  size 8½.  ",3,3
"SCULLY: Well, it says it right here on the bottom.  ",3,3
SCULLY: But I may have something even better. When I was cleaning the imprint to take the mold I found trace amounts of a viscous substance actually imbedded in the fulgurite.  ,3,3
"SCULLY: Id have to conduct a chemical analysis to be sure, but, uh  it looks like antifreeze.  ",3,3
SCULLY: But why? And how?  ,3,3
SCULLY: Mulder   ,3,3
SCULLY: Weve got a size match.  ,3,3
"SCULLY: Yeah, but it still doesnt prove that he killed Jack Hammond.  ",3,3
SCULLY: Im surprised you havent already read that issue.  ,3,3
SCULLY: Who is she?  ,3,3
SCULLY: Mm-hmm. theres a yearbook in Darrens closet.  ,3,3
SCULLY: Her name is Sharon Kiveat.  ,3,3
SCULLY: I just talked to one of the EMS workers. He was pretty rattled.  ,3,3
"SCULLY: Frank Kiveats electrocardiogram. (shows him) See that spike there? That indicates that some kind of electrical intervention started his heart. Except according to the EMS worker, the defibrillator wouldnt charge. The paddles were dead.  ",3,3
SCULLY: He didnt. All he saw was Darren Oswald touching Kiveats chest.  ,3,3
"SCULLY: (reading) He was admitted to the ER five months ago in cardiac arrest. Respiratory failure. Class three burns on the back of his skull  resuscitated after Hang on, this is odd. His blood test showed acute hypokalemia.  ",3,3
SCULLY: A severe chemical imbalance characterized by high sodium and low potassium levels.  ,3,3
SCULLY: Yeah.  ,3,3
"SCULLY: Well, among other things they generate the electrical impulses in our bodies. Like every time our heart beats or a neuron fires.  ",3,3
SCULLY: Our body doesnt work like that   ,3,3
SCULLY: Youre saying hes some kind of lightning rod?  ,3,3
"SCULLY: (hands up) We just want to talk to you, thats all. Just ask you a few more questions.  ",3,3
SCULLY: Why did you run when you saw us?  ,3,3
SCULLY: Were not so sure.  ,3,3
SCULLY: Not much. Except that hes a hero.  ,3,3
SCULLY: CPR. He claims he paid attention in health class.  ,3,3
SCULLY: How? By causing Kiveats heart attack?  ,3,3
SCULLY: So what? Are we supposed to charge him with assaulting a cellular phone?  ,3,3
"SCULLY: Mulder, look where we are. We dont have the capability or time to perform those tests. And without a confession we can only keep him in custody for 72 hours.  ",3,3
SCULLY: Is it okay if we come in?  ,3,3
SCULLY: How would you describe your relationship with him?  ,3,3
SCULLY: Did you get him the job at your husbands garage?  ,3,3
SCULLY: How did you know it was Darren?  ,3,3
"SCULLY: Well, you dont have to be afraid any more. You and your husband are safe as long as we can count on your testimony.  ",3,3
SCULLY: I believe that Darren Oswald was involved somehow in the deaths of those four people. And I believe it was irresponsible for you to let him go.  ,3,3
SCULLY: In effect.  ,3,3
"SCULLY: You said yourself, Sheriff, not even science can explain how lightning works.  ",3,3
SCULLY: Shes on her way to the hospital.  ,3,3
SCULLY: Sharon?  ,3,3
SCULLY: We need you to come with us right away.  ,3,3
"SCULLY: Look, we dont have much time. Come with us and well tell you everything.  ",3,3
"SCULLY: Sharon, please.  ",3,3
SCULLY: Hes dead.  ,3,3
SCULLY: How many other access points to this floor?  ,3,3
SCULLY: Mulder!  ,3,3
"SCULLY: (from behind, holding gun) Darren, dont move.  ",3,3
SCULLY: I said dont move. Darren.  ,3,3
SCULLY: Stop. Im warning you.  ,3,3
SCULLY: I want you step back inside that room.  ,3,3
"SCULLY: Shes not going anywhere with you, Darren.  ",3,3
SCULLY: I can hurt you too. Im going to give you three seconds. One   ,3,3
"SCULLY: Sharon, we can work this all out, right here.  ",3,3
SCULLY: I just got off the phone with the coroner. Hes ruling Tellers death accidental.  ,3,3
SCULLY: They also reported lightning last night. I talked to the DA. He has no idea how to begin building a case.  ,3,3
SCULLY: They came in five minutes ago.  ,3,3
"SCULLY: Nothing unusual was detected, Mulder. The electrolytes, the blood gas levels, brain wave activity. Based on the science of all the data thats been gathered   ",3,3
"SCULLY: No, nobody does anything without a reason. We've already composed a profile of the killer.  ",3,4
"SCULLY: Well, there's a possible connection with all of his victims being professional prognosticators.  ",3,4
SCULLY: I can't take you anywhere.  ,3,4
"SCULLY: It's too bad about your ""negative energy,"" Mulder, you missed quite a performance.  ",3,4
SCULLY: He said the killer doesn't feel in control of his own life but that's true of everyone at times.  ,3,4
"SCULLY: Might as well go home, Mulder, this case is as good as solved.  ",3,4
SCULLY: Who found the body?  ,3,4
"SCULLY: According to the police report, Mister Bruckman, you didn't touch the body after you found her.  ",3,4
"SCULLY: But you reported that you found a body with its eyes cut out. The body was face down. If you didn't move it, how did you know the eyes had been removed?  ",3,4
"SCULLY: Mister Bruckman, how much have you heard about the recent slayings in town?  ",3,4
SCULLY: How did you know about the entrails? That information hasn't been released to the press.  ,3,4
"SCULLY: I don't blame you, Mister Bruckman.  ",3,4
"SCULLY: This guy's performing the same routine as the Stupendous Yappi, he's just doing it in a different style.  ",3,4
"SCULLY: Oh, so now you're psychic?  ",3,4
SCULLY: So you can see into him but not at him.  ,3,4
SCULLY: Is he raping her?  ,3,4
"SCULLY: Mulder, the human mind naturally seeks meaningful patterns and configurations in things that don't inherently have any. Given the suggestion of a particular image, you can't help but see that shape somewhere. If that tank weren't there, you'd see it in a, in a rock or in a tree...  ",3,4
"SCULLY: Yes, it looks like a fat, little, white Nazi stormtrooper but that only proves my point.  ",3,4
"SCULLY: Mulder, that only implies that he was the one who put her in there.  ",3,4
SCULLY: I don't believe he's psychic.  ,3,4
SCULLY: Maybe he's just lucky.  ,3,4
SCULLY: I was told you were interrogating a suspect but something tells me...  ,3,4
SCULLY: Try reading this.  ,3,4
SCULLY: It was found on the woman that was pulled from the lake. Identical keychains were found on two of the other victims. I managed to trace the insignia to an investment firm called Uranus Unlimited. They provide market strategies based on astrological forecasts. And the company is owned by a man named...  ,3,4
"SCULLY: As far as I know, that's correct.  ",3,4
"SCULLY: In any case, we're trying to get a hold of him.  ",3,4
SCULLY: You get used to it.  ,3,4
SCULLY: You prognosticated Buddy Holly's death?  ,3,4
"SCULLY: Well, Mister Bruckman, I'm not one who readily believes in that kind of thing and if I was, I still wouldn't believe that story.  ",3,4
SCULLY: Where's the body?  ,3,4
"SCULLY: Yes, yes, we do.  ",3,4
SCULLY: Can you see him physically yet?  ,3,4
SCULLY: What? What do you see?  ,3,4
SCULLY: Who's it from?  ,3,4
"SCULLY: He must've been at the crime scenes, seeing you with us.  ",3,4
SCULLY: Studying background checks. This is what detective work is really like. We can't come up with suspects by having visions.  ,3,4
SCULLY: It's something you haven't explained. Can you see your own end?  ,3,4
SCULLY: Mister Bruckman... there are hits and there are misses. And then there are misses.  ,3,4
"SCULLY: So, Ahab mistakes the prophecy and as a result, dies. A similar fate happens to MacBeth.  ",3,4
SCULLY: That must be Mulder. Time for the midnight shift.  ,3,4
SCULLY: Chantilly lace?  ,3,4
"SCULLY: Mulder, it's not likely that the killer was wearing anything made out of chantilly lace at the time of the murders.  ",3,4
SCULLY: It's a coincidence.  ,3,4
"SCULLY: That's one to pose to the psychic philosopher. Good night, Mulder.  ",3,4
"SCULLY: Mulder, there's... are you okay?  ",3,4
SCULLY: Havez is going to stay with Bruckman while we go over to a tarot card reader around the corner. There's been another murder.  ,3,4
"SCULLY: Actually, I'm starting to feel more sympathetic towards him.  ",3,4
"SCULLY: Well, no, not really.  ",3,4
"SCULLY: But I am convinced that by thinking he can see the future, he's taken all the joy out of his life.  ",3,4
"SCULLY: Mulder, I found another strand of that silk.  ",3,4
SCULLY: It's the bellhop.  ,3,4
SCULLY: Havez?  ,3,4
SCULLY: Drop it!  ,3,4
SCULLY: I didn't. I got on the service elevator by mistake.  ,3,4
"SCULLY: You know, none of Bruckman's prophecy came true. The killer didn't get to him first, but he did kill Havez.  ",3,4
"SCULLY: Actually, I don't know. I couldn't find him.  ",3,4
"SCULLY: ""My neighbor, Mrs. Lowe, passed away last night. Please see that the remains of her remains are taken care of. Would you like a dog? He's paper-trained and well-behaved, regardless of his actions last night, which you can't really blame him for.""  ",3,4
SCULLY: He was put to death in the electric chair three days ago.  ,3,5
SCULLY: Third time's a charm. What's your interest in this?  ,3,5
"SCULLY: Well, reincarnation has always been popular on death row for obvious reasons.  ",3,5
SCULLY: What do you mean?  ,3,5
SCULLY: Has a cause of death been determined?  ,3,5
SCULLY: I see the guards here wear panic devices. Was the victim's activated?  ,3,5
SCULLY: What do you mean?  ,3,5
SCULLY: Warden?  ,3,5
SCULLY: The body. I think you should take a look. I suggest you get it into refrigeration or you're not gonna have anything left to autopsy.  ,3,5
SCULLY: Would it be possible to see the cell where the guard was murdered?  ,3,5
SCULLY: Did you know Neech Manley?  ,3,5
SCULLY: What was he like?  ,3,5
SCULLY: How is that?  ,3,5
SCULLY: Who do you think killed the guard?  ,3,5
SCULLY: Are you afraid at all?  ,3,5
SCULLY: Who are you?  ,3,5
SCULLY: I was just looking around.  ,3,5
SCULLY: Mulder. I'm ready to go now.  ,3,5
SCULLY: Guard!  ,3,5
SCULLY: I'm just ready to get out of here.  ,3,5
SCULLY: What did your preliminary exam turn up?  ,3,5
"SCULLY: From the eyewitness reports, there were already fly larvae infesting the flesh. That seems unusual considering the short time-of-death window.  ",3,5
SCULLY: In the anaerobic environment inside the paint can?  ,3,5
SCULLY: Hmmm. What was determined to be the cause of that death?  ,3,5
"SCULLY: Well, what if it saves three lives? Isn't that a deal worth making?  ",3,5
SCULLY: These aren't prisoners. These are guards you've got being murdered.  ,3,5
"SCULLY: I guess you'll be able to finish up that autopsy now, Scully.  ",3,5
SCULLY: He had quite a library.  ,3,5
SCULLY: Looks like Neech Manley knew his Bible.  ,3,5
SCULLY: What's that from?  ,3,5
SCULLY: Being obsessed with it doesn't mean you can do it.  ,3,5
SCULLY: Like what? The secret password?  ,3,5
"SCULLY: I'm sorry, Mulder, that's not what I learned in catechism.  ",3,5
SCULLY: Do you honestly believe that Neech Manley came back from the dead to kill those two men?  ,3,5
"SCULLY: A very good one, and one much more believable.  ",3,5
SCULLY: Or guards.  ,3,5
SCULLY: I only get five?  ,3,5
SCULLY: Because of his beliefs?  ,3,5
SCULLY: Did you catch her body language?  ,3,5
SCULLY: Of what? That her husband's gonna keep his word?  ,3,5
SCULLY: You mean she thinks she's on the list?  ,3,5
SCULLY: (to phone) Scully. We're on our way. (hangs up) (to Mulder) That was the warden. There's been another death.  ,3,5
SCULLY: Roque. They found him beaten to death in the showers on death row.  ,3,5
SCULLY: Who found the body?  ,3,5
SCULLY: Mulder.  ,3,5
"SCULLY: Oh, God. (she steps away as well)  ",3,5
"SCULLY: Mulder, can I have a minute?  ",3,5
SCULLY: I've just been going over Neech's phone calls over the last two months. Over 30 of them were made to a man named Danny Charez - twice as many as to his own wife.  ,3,5
SCULLY: Charez has been here three times to see Speranza since the first murder. He could be working with him on the outside.  ,3,5
"SCULLY: Okay then, what's your business with John Speranza?  ",3,5
SCULLY: What kind of deal?  ,3,5
SCULLY: You were Neech Manley's defense lawyer?  ,3,5
SCULLY: Why Neech's wife?  ,3,5
SCULLY: She has a boyfriend?  ,3,5
SCULLY: A woman gets lonely ... sometimes she can't wait around for a man to be reincarnated. I think we should notify the warden.  ,3,5
SCULLY: That's him. (reads the name) Parmelly.  ,3,5
SCULLY: Yes. I hadn't reported it but that same guard also cornered me and made an overture for prisoner Roque.  ,3,5
"SCULLY: Well, does it make sense to you that Parmelly is Neech's assassin?  ",3,5
"SCULLY: Well, according to an attorney we spoke to, he had brandished a gun at the residence.  ",3,5
SCULLY: A man named Charez. (the warden reacts) You know him?  ,3,5
"SCULLY: Well, he could be the fifth victim.  ",3,5
"SCULLY: She's got a gun on Parmelly. Center room, facing away.  ",3,5
SCULLY: Put it down! Put it down!  ,3,5
SCULLY: Why are we stopping?  ,3,5
SCULLY: What?  ,3,5
SCULLY: I thought we already went through this.  ,3,5
SCULLY: Then he was working with someone. They just haven't found out who.  ,3,5
SCULLY: To use fear as leverage for Roque's deal with the warden.  ,3,5
"SCULLY: I don't know. Maybe Parmelly wasn't sticking with the original plan. I'm sure this shacking up with Neech's wife wasn't part of it either, or maybe Neech's wife killing Parmelly was part of the plan from the beginning so that he'd take the truth to the grave with him.  ",3,5
"SCULLY: Well then, who did? Neech Manley?  ",3,5
"SCULLY: It's over, Mulder. Let's just go home.  ",3,5
SCULLY: Youre not sure?  ,3,6
SCULLY: Any indication what would have been the cause of death?  ,3,6
SCULLY: (covering for MULDER as usual) Well call you when we find anything else concrete.  ,3,6
SCULLY: Detective?  ,3,6
"SCULLY: Mulder, what do you think it is?  ",3,6
SCULLY: Disappeared?  ,3,6
"SCULLY: Mulder, what we just saw was not decomposition.  ",3,6
SCULLY: What about you? Where are you going?  ,3,6
"SCULLY: Its not a problem, is it?  ",3,6
"SCULLY: (businesslike, getting ready for work, snapping on the latex) Im not observing. Im performing it myself.  ",3,6
SCULLY: You sound surprised.  ,3,6
SCULLY: Why?  ,3,6
SCULLY: Old-fashioned?  ,3,6
SCULLY: (organizing instruments) Like this one?  ,3,6
"SCULLY: I appreciate your concern, Detective, but its not necessary. All I want to do is solve this case just like you.  ",3,6
SCULLY: Where would you like the autopsy report sent?  ,3,6
SCULLY: The date is august 29th. The time is 4:15 pm. The subjects name is Lauren MacKalvey. Caucasian. Female. Approximate time of death uncertain. Cause of death unknown.  ,3,6
SCULLY: (on phone) Scully.  ,3,6
SCULLY: (on phone) How do you know its the same guy?  ,3,6
"SCULLY: (on phone) Mulder, Id like you to meet me at the coroners office as soon as you can.  ",3,6
SCULLY: (on phone) Theres not going to be an autopsy.  ,3,6
"SCULLY: Its a metacarpal from Lauren MacKalveys hand. In life, bones have the tensile strength of forged iron. Even in death, they remain strong. But look at this. (she squishes the finger with a clamp)  ",3,6
SCULLY: Its organic. Mostly hydrochloric acid similar to what is secreted by the gastric mugosa.  ,3,6
SCULLY: Almost identical only twice as acidic. I also found trace amounts of pepsin which is a digestive enzyme.  ,3,6
SCULLY: I dont know how else to explain such accelerated autolysis.  ,3,6
"SCULLY: In some broken-down form, yes.  ",3,6
SCULLY: (looks at him strangely) Missing?  ,3,6
SCULLY: I dont think so. (looks at chart) All the body tissues were accounted for . except there were extremely low almost trace amounts of adipose.  ,3,6
SCULLY: What weight discrepancy?  ,3,6
SCULLY: She probably lost weight since the license was issued.  ,3,6
"SCULLY: (stumped) What possible motivation could the killer have for removing his victims fatty tissue? I mean, who do you think were dealing with here?  ",3,6
SCULLY: (to MULDER) All of the air passages are blocked with what appears to be the same viscous hydrochloric acid we found on Lauren MacKalvey.  ,3,6
SCULLY: (crosses back to body) Heres something else that might help. The killer should have an identifiable wound pattern from this. (Shows HOOKERs broken and bloody fingernails.)  ,3,6
SCULLY: Good. We are expanding the search to include the faculty rosters from the local community colleges. We . oh . (sees MULDER enter) Excuse me.  ,3,6
SCULLY: Im almost done with the list.  ,3,6
"SCULLY: And? (MULDER hands her a folder) Well, it says here they didnt find a match.  ",3,6
"SCULLY: (reading) ""The second sample contains no oils or essential fatty acid."" Well, Mulder, there are any number of factors which could have caused that result. Where are you going with this?  ",3,6
SCULLY: From a dry skin sample youre concluding what? That hes some kind of fat-sucking vampire?  ,3,6
SCULLY: .which he ingests before the rest of the body dissolves entirely.  ,3,6
"SCULLY: Yes, scorpions predigest their food outside of their body by regurgitating onto their prey but I dont know too many scorpions who surf the internet.  ",3,6
"SCULLY: Id like to brief them, if thats okay with you.  ",3,6
SCULLY: Mr. Brenman? Im Special Agent Scully from the FBI. Would you mind if I asked you some questions? Thanks.  ,3,6
"SCULLY: (to tech) These are all University addresses. Chances are, he spent most of the morning on campus.  ",3,6
SCULLY: Cross hasnt checked in yet. Weve been trying his cell phone but theres no answer.  ,3,6
SCULLY: (on phone) He would have been by sometime this morning. Do you remember what time specifically? Could you describe him to me for verification? Excuse me a minute. (to MULDER) Did you find him?  ,3,6
SCULLY: Mulder  the landladys body --- We found her in the bathroom.  ,3,6
"SCULLY: I know this is hard to talk about right now, but I need you to tell me exactly what happened.  ",3,6
SCULLY: Your mothers perfume?  ,3,6
SCULLY: And you smelled it in his apartment?  ,3,6
SCULLY: He grabbed you?  ,3,6
SCULLY: What suitcase?  ,3,6
SCULLY: Did he say where?  ,3,6
"SCULLY: Okay, Jesse. That helps us. Im going to take a couple of minutes and go talk to Agent Mulder. Mrs. Sheperd is right here. Ill be right back. (starts to go)  ",3,6
SCULLY: Yeah?  ,3,6
"SCULLY: I dont know, Jesse.  ",3,6
SCULLY: What about employment records?  ,3,6
SCULLY: He told the girl he was on his way to New York.  ,3,6
SCULLY: What is it?  ,3,6
"SCULLY: Well, how are we going to track him?  ",3,6
SCULLY: Yeah.  ,3,6
SCULLY: And the bad news?  ,3,6
"SCULLY: You were right, Mulder. Theyre coming up empty at the airport. So Im releasing the sketch to the media. We still have time to make the morning papers.  ",3,6
"SCULLY: (pointing to computer readout) ""Friend?""  ",3,6
SCULLY: (Handing tech sketch of INCANTO) We need this scanned and sent to everyone on that list.  ,3,6
SCULLY: Im going to call the online service and have them fax us the telephone numbers of all those women.  ,3,6
"SCULLY: (on phone) Just lock your doors until we contact you again. Youll be fine, Miss Iniss. He doesnt tend towards forcible entry. (hangs up)  ",3,6
"SCULLY: Well, weve already contacted everyone on this list directly except for these two. (ELLEN is one of them) I left messages on their machines.  ",3,6
SCULLY: Mulder .  ,3,6
SCULLY: You go ahead. Ill stay here. Go.  ,3,6
"SCULLY: (dials phone) This is Federal Agent Dana Scully. I need an ambulance right away to 658 South Hudson Avenue, Apartment number 23. Request special chemical burn unit.  ",3,6
SCULLY: Why?  ,3,6
SCULLY: Youre more than a monster. You didnt just feed on their bodies. You fed on their minds.  ,3,6
SCULLY: Not anymore. (starts to go)  ,3,6
SCULLY: Let me out.  ,3,6
SCULLY: What did he start taking away?  ,3,7
SCULLY: And how did he do that?  ,3,7
SCULLY: Is something wrong?  ,3,7
"SCULLY: Excuse me, but is General Callahan the superior officer?  ",3,7
"SCULLY: Assuming we would want to investigate him, who would we talk to?  ",3,7
SCULLY: Whatever.  ,3,7
SCULLY: Well then we'd like to speak to him on our way out.  ,3,7
"SCULLY: Ask him to make himself available. Tell him that its our protocol. In the mean time, we'd like to finish up with Lt. Col. Stans. You never know when he might try to kill himself again.  ",3,7
"SCULLY: Let's finish this, Mulder.  ",3,7
"SCULLY: I would hope not, considering the extremity to Lt. Col. Stans' case.  ",3,7
"SCULLY: Yes, so we gathered. But his file is missing several interesting facts that came out of our interview with him.  ",3,7
SCULLY: Except for any mention of the death of his wife and two children in a house fire three months ago.  ,3,7
SCULLY: No doubt. But there is no record of any criminal or arson investigation.  ,3,7
"SCULLY: Not unlike Staff Sergeant Kevin Aiklen... isn't that correct, Sir?  ",3,7
